status,accident_index,accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,car_passenger,casualty_type,casualty_home_area_type,casualty_imd_decile
Unvalidated,2.02E+12,161188387,2,1,1,1,32,6,3,0,1,1,10
Unvalidated,2.02E+12,161188591,2,1,1,2,64,9,3,0,9,3,6
Unvalidated,2.02E+12,161189105,1,1,1,1,30,6,3,0,19,1,1
Unvalidated,2.02E+12,161189105,2,2,1,1,34,6,3,0,19,1,1
Unvalidated,2.02E+12,201180803,2,2,1,2,44,7,3,0,9,1,5
Unvalidated,2.02E+12,201181473,1,1,1,1,58,9,3,0,9,1,2
Unvalidated,2.02E+12,201181473,1,2,2,2,6,2,3,2,9,1,2
Unvalidated,2.02E+12,201181564,1,1,1,1,18,4,3,0,9,-1,-1
Unvalidated,2.02E+12,201181564,2,2,1,1,47,8,3,0,9,-1,-1
Unvalidated,2.02E+12,201181877,1,1,1,1,49,8,3,0,9,1,5
Unvalidated,2.02E+12,201181907,1,1,3,2,8,2,3,0,0,1,1
Unvalidated,2.02E+12,201181907,1,2,3,2,8,2,3,0,0,1,1
Unvalidated,2.02E+12,201181907,1,3,3,1,41,7,3,0,0,1,1
Unvalidated,2.02E+12,201181933,2,1,1,1,26,6,3,0,1,1,2
Unvalidated,2.02E+12,201182731,2,1,1,2,36,7,3,0,9,1,2
Unvalidated,2.02E+12,201182731,2,2,2,2,36,7,3,1,9,1,2
Unvalidated,2.02E+12,201183195,1,2,2,2,52,8,3,1,9,1,7
Unvalidated,2.02E+12,201183195,2,1,2,1,22,5,3,2,9,1,2
Unvalidated,2.02E+12,201183512,1,1,3,1,44,7,3,0,0,-1,-1
Unvalidated,2.02E+12,201183571,2,1,1,1,44,7,3,0,9,1,4
Unvalidated,2.02E+12,201183571,2,2,2,1,13,3,3,1,9,1,4
Unvalidated,2.02E+12,201184908,2,1,1,1,22,5,3,0,1,1,3
Unvalidated,2.02E+12,201185028,1,1,3,2,16,4,3,0,0,-1,-1
Unvalidated,2.02E+12,201185329,1,1,3,2,45,7,2,0,0,-1,-1
Unvalidated,2.02E+12,201187486,1,1,3,1,28,6,2,0,0,1,2
Unvalidated,2.02E+12,201187567,1,1,1,1,22,5,2,0,9,1,1
Unvalidated,2.02E+12,201187567,1,2,2,1,22,5,3,2,9,1,1
Unvalidated,2.02E+12,201187782,1,1,3,2,44,7,3,0,0,-1,-1
Unvalidated,2.02E+12,201187805,1,1,1,1,46,8,3,0,9,1,5
Unvalidated,2.02E+12,201187805,2,2,1,2,22,5,2,0,9,1,1
Unvalidated,2.02E+12,201188888,1,1,3,1,9,2,3,0,0,1,2
Unvalidated,2.02E+12,201189992,1,1,1,1,17,4,2,0,3,1,3
Unvalidated,2.02E+12,201190693,1,1,1,1,19,4,3,0,9,1,1
Unvalidated,2.02E+12,201191069,1,1,1,2,39,7,3,0,9,1,8
Unvalidated,2.02E+12,201191069,1,2,2,1,8,2,3,2,9,1,8
Unvalidated,2.02E+12,201191080,1,1,3,2,7,2,3,0,0,1,1
Unvalidated,2.02E+12,201192816,1,1,3,2,60,9,3,0,0,1,2
Unvalidated,2.02E+12,201192831,2,1,1,2,34,6,3,0,9,1,1
Unvalidated,2.02E+12,201192831,2,2,2,1,8,2,3,2,9,1,1
Unvalidated,2.02E+12,201192831,2,3,2,1,7,2,3,2,9,1,1
Unvalidated,2.02E+12,201192831,2,4,2,2,4,1,3,2,9,1,1
Unvalidated,2.02E+12,201192887,2,1,2,2,70,10,3,2,9,1,3
Unvalidated,2.02E+12,201192956,1,1,1,1,65,9,3,0,1,1,3
Unvalidated,2.02E+12,201193194,2,1,1,1,28,6,3,0,9,1,1
Unvalidated,2.02E+12,201193194,3,2,1,1,27,6,3,0,9,1,4
Unvalidated,2.02E+12,201193197,2,1,1,2,46,8,3,0,1,1,10
Unvalidated,2.02E+12,201193384,2,1,1,1,72,10,3,0,1,1,5
Unvalidated,2.02E+12,201193428,2,1,1,2,64,9,3,0,1,-1,-1
Unvalidated,2.02E+12,201193753,1,1,3,1,25,5,2,0,0,1,3
Unvalidated,2.02E+12,52200966,1,1,1,1,55,8,3,0,21,1,6
Unvalidated,2.02E+12,52200967,2,1,1,1,40,7,2,0,3,1,1
Unvalidated,2.02E+12,52200987,2,1,1,2,47,8,3,0,1,1,7
Unvalidated,2.02E+12,52200998,1,1,3,1,58,9,3,0,0,1,1
Unvalidated,2.02E+12,52201006,2,1,1,1,26,6,3,0,1,1,2
Unvalidated,2.02E+12,52201024,1,1,1,1,21,5,3,0,1,1,7
Unvalidated,2.02E+12,52201032,2,1,1,1,24,5,3,0,9,1,1
Unvalidated,2.02E+12,52201032,2,2,2,2,24,5,3,1,9,1,1
Unvalidated,2.02E+12,52201032,2,3,2,2,2,1,3,2,9,1,1
Unvalidated,2.02E+12,52201044,2,3,2,2,45,7,3,1,9,1,2
Unvalidated,2.02E+12,52201061,2,1,1,2,60,9,3,0,1,-1,-1
Unvalidated,2.02E+12,52201064,2,1,1,1,27,6,3,0,9,1,1
Unvalidated,2.02E+12,52201079,2,1,1,1,27,6,3,0,1,1,1
Unvalidated,2.02E+12,52201091,2,1,1,1,40,7,3,0,3,1,1
Unvalidated,2.02E+12,52201096,2,1,1,1,28,6,3,0,19,1,1
Unvalidated,2.02E+12,52201134,1,1,2,2,37,7,3,1,9,1,1
Unvalidated,2.02E+12,52201134,1,2,2,1,15,3,3,2,9,1,1
Unvalidated,2.02E+12,52201134,1,3,2,1,13,3,3,2,9,1,1
Unvalidated,2.02E+12,52201134,1,4,2,1,10,2,3,2,9,1,1
Unvalidated,2.02E+12,52201156,2,1,1,1,37,7,3,0,1,1,4
Unvalidated,2.02E+12,52201157,2,1,1,2,49,8,3,0,9,1,1
Unvalidated,2.02E+12,52201161,2,1,1,2,25,5,3,0,9,1,8
Unvalidated,2.02E+12,52201168,2,1,1,1,52,8,3,0,9,1,1
Unvalidated,2.02E+12,52201177,1,1,1,2,22,5,3,0,9,1,1
Unvalidated,2.02E+12,52201182,2,1,1,1,45,7,3,0,1,1,4
Unvalidated,2.02E+12,52201215,1,1,1,1,36,7,3,0,9,1,2
Unvalidated,2.02E+12,52201221,1,1,3,1,22,5,3,0,0,1,2
Unvalidated,2.02E+12,52201236,2,1,1,2,71,10,3,0,9,1,3
Unvalidated,2.02E+12,52201239,1,1,1,1,8,2,3,0,1,1,1
Unvalidated,2.02E+12,52201239,2,2,2,2,14,3,3,0,11,1,1
Unvalidated,2.02E+12,52201254,2,1,1,1,29,6,2,0,1,1,4
Unvalidated,2.02E+12,52201264,1,1,3,2,33,6,3,0,0,1,1
Unvalidated,2.02E+12,52201265,1,1,3,2,30,6,2,0,0,1,7
Unvalidated,2.02E+12,52201279,2,1,1,1,15,3,3,0,1,1,9
Unvalidated,2.02E+12,52201286,1,1,3,1,30,6,3,0,0,1,1
Unvalidated,2.02E+12,52201289,2,1,1,1,42,7,3,0,4,1,2
Unvalidated,2.02E+12,52201291,2,1,1,1,51,8,3,0,9,1,1
Unvalidated,2.02E+12,52201295,1,1,3,1,24,5,3,0,0,1,5
Unvalidated,2.02E+12,52201310,1,1,1,2,44,7,3,0,9,1,2
Unvalidated,2.02E+12,52201310,1,2,2,1,8,2,3,1,9,1,2
Unvalidated,2.02E+12,52201310,1,3,2,2,5,1,3,2,9,1,2
Unvalidated,2.02E+12,52201332,2,1,1,1,58,9,2,0,5,1,7
Unvalidated,2.02E+12,52201368,2,1,1,2,36,7,3,0,9,1,8
Unvalidated,2.02E+12,52201383,1,1,3,2,72,10,2,0,0,1,3
Unvalidated,2.02E+12,52201396,1,1,1,1,16,4,2,0,3,1,1
Unvalidated,2.02E+12,131136807,1,1,3,1,43,7,3,0,0,1,3
Unvalidated,2.02E+12,131136923,1,1,1,2,77,11,2,0,9,2,9
Unvalidated,2.02E+12,131137414,1,1,3,2,44,7,3,0,0,1,3
Unvalidated,2.02E+12,131137555,1,1,2,2,29,6,3,1,9,1,3
Unvalidated,2.02E+12,131137715,1,1,2,2,20,4,3,1,9,1,7
Unvalidated,2.02E+12,131137715,1,2,2,2,6,2,3,2,9,1,3
Unvalidated,2.02E+12,131137715,2,3,2,2,16,4,3,2,9,1,5
Unvalidated,2.02E+12,131137715,2,4,2,2,16,4,3,1,9,1,3
Unvalidated,2.02E+12,131137773,1,2,1,1,42,7,3,0,9,1,1
Unvalidated,2.02E+12,131137773,3,1,2,2,28,6,3,2,9,1,4
Unvalidated,2.02E+12,131137773,3,3,2,2,2,1,3,2,9,1,4
Unvalidated,2.02E+12,131137794,1,1,1,1,79,11,3,0,9,3,9
Unvalidated,2.02E+12,131137863,2,1,1,2,26,6,2,0,9,1,2
Unvalidated,2.02E+12,131137974,2,1,1,1,41,7,3,0,9,1,2
Unvalidated,2.02E+12,131137998,2,1,1,2,50,8,3,0,9,1,3
Unvalidated,2.02E+12,131138016,1,1,3,1,32,6,3,0,0,1,1
Unvalidated,2.02E+12,131138190,1,1,2,2,16,4,3,2,9,1,1
Unvalidated,2.02E+12,131139501,2,1,2,2,10,2,3,1,9,1,4
Unvalidated,2.02E+12,131139530,1,1,3,1,9,2,3,0,0,1,5
Unvalidated,2.02E+12,131139855,1,1,3,1,24,5,3,0,0,1,3
Unvalidated,2.02E+12,131140013,1,1,1,2,61,9,2,0,9,1,2
Unvalidated,2.02E+12,131140013,1,2,2,2,67,10,3,1,9,1,1
Unvalidated,2.02E+12,131140400,1,1,3,1,13,3,3,0,0,1,3
Unvalidated,2.02E+12,131140620,2,1,3,2,32,6,3,0,0,1,5
Unvalidated,2.02E+12,131140786,1,1,3,2,41,7,3,0,0,1,2
Unvalidated,2.02E+12,131141007,2,1,1,1,53,8,3,0,9,1,10
Unvalidated,2.02E+12,131141007,2,2,2,2,48,8,3,1,9,1,10
Unvalidated,2.02E+12,131141034,2,1,2,1,18,4,3,1,9,1,3
Unvalidated,2.02E+12,131141157,2,1,2,2,17,4,3,1,9,1,7
Unvalidated,2.02E+12,131141462,1,1,3,1,30,6,3,0,0,1,3
Unvalidated,2.02E+12,131141710,2,1,1,2,30,6,3,0,9,1,1
Unvalidated,2.02E+12,131141972,1,1,1,1,25,5,3,0,9,1,6
Unvalidated,2.02E+12,131142416,2,1,1,1,32,6,3,0,9,1,9
Unvalidated,2.02E+12,131142723,2,1,1,2,24,5,3,0,9,1,10
Unvalidated,2.02E+12,131142746,1,1,1,1,35,6,3,0,9,1,2
Unvalidated,2.02E+12,131143133,2,1,1,1,22,5,3,0,23,1,1
Unvalidated,2.02E+12,131143450,2,1,1,1,30,6,2,0,1,1,2
Unvalidated,2.02E+12,131143614,1,1,1,1,25,5,3,0,1,1,1
Unvalidated,2.02E+12,131144239,2,1,1,2,47,8,3,0,9,1,1
Unvalidated,2.02E+12,131144330,1,1,1,1,37,7,1,0,4,1,2
Unvalidated,2.02E+12,131144528,1,1,3,1,10,2,3,0,0,1,3
Unvalidated,2.02E+12,131144951,1,1,3,2,48,8,3,0,0,1,4
Unvalidated,2.02E+12,131145016,1,1,3,2,60,9,3,0,0,1,1
Unvalidated,2.02E+12,131145374,1,1,3,2,11,3,2,0,0,1,1
Unvalidated,2.02E+12,131145867,2,1,1,1,17,4,3,0,9,1,2
Unvalidated,2.02E+12,161189400,3,1,1,2,26,6,3,0,9,1,1
Unvalidated,2.02E+12,161189400,3,2,2,1,19,4,3,1,9,-1,-1
Unvalidated,2.02E+12,161191409,2,1,1,2,42,7,3,0,9,1,5
Unvalidated,2.02E+12,161192767,1,1,3,1,66,10,1,0,0,1,3
Unvalidated,2.02E+12,161193119,2,1,1,1,38,7,3,0,4,1,5
Unvalidated,2.02E+12,161193877,1,1,1,2,74,10,3,0,9,3,7
Unvalidated,2.02E+12,161193877,1,2,2,2,78,11,2,1,9,-1,-1
Unvalidated,2.02E+12,161194933,2,1,2,2,18,4,3,1,9,1,6
Unvalidated,2.02E+12,161195113,1,1,3,1,10,2,2,0,0,1,7
Unvalidated,2.02E+12,161199787,2,1,1,2,31,6,3,0,1,1,4
Unvalidated,2.02E+12,161201165,1,1,3,2,28,6,3,0,0,-1,-1
Unvalidated,2.02E+12,161202669,1,1,1,1,10,2,3,0,1,1,3
Unvalidated,2.02E+12,161202758,2,1,2,2,42,7,3,2,8,-1,-1
Unvalidated,2.02E+12,161202981,1,1,1,1,50,8,2,0,5,1,1
Unvalidated,2.02E+12,161203056,1,1,2,2,18,4,3,1,9,1,3
Unvalidated,2.02E+12,161204805,2,1,1,2,20,4,3,0,9,1,3
Unvalidated,2.02E+12,161204805,2,2,2,2,46,8,3,1,9,-1,-1
Unvalidated,2.02E+12,161204805,2,3,2,1,21,5,3,2,9,-1,-1
Unvalidated,2.02E+12,161206849,2,1,1,1,47,8,3,0,11,1,1
Unvalidated,2.02E+12,161209927,2,1,1,1,12,3,3,0,1,1,1
Unvalidated,2.02E+12,161224481,2,1,2,2,-1,-1,3,0,11,1,3
Unvalidated,2.02E+12,161226614,2,1,1,2,41,7,3,0,9,1,1
Unvalidated,2.02E+12,161226695,2,1,1,1,-1,-1,3,0,1,-1,-1
Unvalidated,2.02E+12,161231480,1,1,2,2,-1,-1,3,0,11,-1,-1
Unvalidated,2.02E+12,161231510,1,1,2,2,-1,-1,3,0,11,-1,-1
Unvalidated,2.02E+12,161231510,1,2,2,2,0,1,3,0,11,-1,-1
Unvalidated,2022170H10152,170H10152,2,1,1,2,35,6,3,0,9,1,5
Unvalidated,2.02E+12,10371350,2,1,1,1,42,7,3,0,1,1,1
Unvalidated,2.02E+12,10371425,1,1,2,2,47,8,2,0,11,-1,-1
Unvalidated,2.02E+12,10371467,1,1,3,1,6,2,3,0,0,1,2
Unvalidated,2.02E+12,10371500,1,1,1,1,20,4,3,0,3,1,2
Unvalidated,2.02E+12,10371500,1,2,2,1,17,4,3,0,3,1,5
Unvalidated,2.02E+12,10371500,2,3,1,1,39,7,3,0,90,1,4
Unvalidated,2.02E+12,361212497,1,1,3,1,8,2,3,0,0,2,7
Unvalidated,2.02E+12,10379112,1,1,1,1,45,7,3,0,2,1,2
Unvalidated,2.02E+12,10379128,1,1,1,1,21,5,3,0,9,1,2
Unvalidated,2.02E+12,10379130,2,1,1,1,60,9,2,0,5,1,6
Unvalidated,2.02E+12,10379130,2,2,2,1,56,9,3,0,5,1,6
Unvalidated,2.02E+12,10379147,3,1,1,2,32,6,3,0,9,1,2
Unvalidated,2.02E+12,10379148,1,1,3,2,22,5,3,0,0,1,1
Unvalidated,2.02E+12,10379153,1,1,3,1,26,6,3,0,0,1,8
Unvalidated,2.02E+12,10379154,1,1,1,2,28,6,3,0,1,1,4
Unvalidated,2.02E+12,10379188,1,1,1,1,18,4,3,0,3,1,2
Unvalidated,2.02E+12,10379188,1,2,3,1,39,7,2,0,0,1,4
Unvalidated,2.02E+12,10379189,1,1,3,2,20,4,3,0,0,1,-1
Unvalidated,2.02E+12,10379203,1,1,1,1,29,6,3,0,9,1,4
Unvalidated,2.02E+12,10379204,1,1,1,1,34,6,3,0,1,1,4
Unvalidated,2.02E+12,10379212,1,1,1,2,52,8,3,0,9,-1,-1
Unvalidated,2.02E+12,10379241,1,1,1,1,49,8,2,0,1,1,1
Unvalidated,2.02E+12,10379268,1,1,3,1,7,2,3,0,0,-1,-1
Unvalidated,2.02E+12,10379281,1,1,1,1,28,6,3,0,3,1,4
Unvalidated,2.02E+12,10379291,1,1,1,2,44,7,3,0,9,1,8
Unvalidated,2.02E+12,10379331,2,1,1,1,25,5,3,0,1,1,4
Unvalidated,2.02E+12,10379336,2,1,1,1,14,3,2,0,1,1,4
Unvalidated,2.02E+12,10379355,1,1,1,1,23,5,3,0,5,1,10
Unvalidated,2.02E+12,10379367,1,1,1,1,26,6,3,0,3,1,8
Unvalidated,2.02E+12,10379392,1,1,1,2,23,5,3,0,9,1,5
Unvalidated,2.02E+12,10379392,1,2,2,-1,-1,-1,3,1,9,1,5
Unvalidated,2.02E+12,10379403,1,1,1,1,57,9,3,0,1,1,10
Unvalidated,2.02E+12,10379414,1,1,1,1,23,5,3,0,9,1,5
Unvalidated,2.02E+12,10379414,2,2,1,2,27,6,3,0,9,1,2
Unvalidated,2.02E+12,10379414,2,3,2,2,11,3,3,2,9,1,4
Unvalidated,2.02E+12,10379448,1,1,3,2,60,9,3,0,0,-1,-1
Unvalidated,2.02E+12,10379470,2,1,1,1,6,2,3,0,1,1,2
Unvalidated,2.02E+12,10379515,1,1,1,1,20,4,3,0,9,1,3
Unvalidated,2.02E+12,10379562,2,1,1,1,63,9,3,0,1,1,2
Unvalidated,2.02E+12,10379624,1,1,3,1,41,7,3,0,0,-1,-1
Unvalidated,2.02E+12,10379640,2,1,1,2,28,6,3,0,9,1,3
Unvalidated,2.02E+12,10379657,1,1,1,1,26,6,3,0,3,1,4
Unvalidated,2.02E+12,10379660,1,1,1,1,28,6,3,0,9,1,4
Unvalidated,2.02E+12,10379713,1,1,1,1,37,7,3,0,9,1,8
Unvalidated,2.02E+12,10379713,1,2,2,-1,-1,-1,3,1,9,1,6
Unvalidated,2.02E+12,10379720,1,1,1,2,43,7,3,0,9,1,1
Unvalidated,2.02E+12,10379721,1,1,1,1,73,10,3,0,9,1,9
Unvalidated,2.02E+12,10379742,1,1,1,2,30,6,3,0,9,1,2
Unvalidated,2.02E+12,10379745,1,1,1,2,36,7,3,0,3,1,3
Unvalidated,2.02E+12,10379791,1,1,1,2,40,7,3,0,9,1,4
Unvalidated,2.02E+12,10379798,1,1,1,1,46,8,3,0,3,1,7
Unvalidated,2.02E+12,10379805,1,1,2,2,86,11,2,0,11,1,9
Unvalidated,2.02E+12,201196346,1,1,3,1,55,8,3,0,0,1,1
Unvalidated,2.02E+12,201197244,1,1,1,1,40,7,3,0,9,1,10
Unvalidated,2.02E+12,201197244,2,2,1,2,37,7,3,0,9,1,4
Unvalidated,2.02E+12,201197244,2,3,2,1,37,7,3,1,9,1,4
Unvalidated,2.02E+12,201197473,1,1,2,2,30,6,3,1,9,1,2
Unvalidated,2.02E+12,201197473,2,2,2,2,56,9,2,1,9,1,1
Unvalidated,2.02E+12,201197518,2,1,2,2,21,5,3,1,9,1,3
Unvalidated,2.02E+12,201197679,1,1,1,1,10,2,3,0,1,1,1
Unvalidated,2.02E+12,201198005,2,1,1,1,12,3,2,0,1,1,1
Unvalidated,2.02E+12,201198635,1,1,3,2,12,3,3,0,0,1,1
Unvalidated,2.02E+12,201198987,1,1,2,2,12,3,3,2,9,-1,-1
Unvalidated,2.02E+12,201198987,1,2,2,2,0,1,3,2,9,-1,-1
Unvalidated,2.02E+12,201198991,1,1,1,2,21,5,3,0,9,2,9
Unvalidated,2.02E+12,201198991,2,2,1,1,18,4,3,0,9,1,7
Unvalidated,2.02E+12,201198991,2,3,2,1,18,4,3,2,9,1,7
Unvalidated,2.02E+12,201198991,2,4,2,1,18,4,3,1,9,1,3
Unvalidated,2.02E+12,201198991,2,5,2,1,18,4,3,2,9,-1,-1
Unvalidated,2.02E+12,201200078,2,1,1,1,-1,-1,3,0,9,-1,-1
Unvalidated,2.02E+12,201200144,2,1,1,1,20,4,3,0,9,1,1
Unvalidated,2.02E+12,201200161,1,1,1,1,26,6,3,0,9,1,1
Unvalidated,2.02E+12,201200161,1,2,2,1,26,6,3,1,9,1,2
Unvalidated,2.02E+12,201200161,2,3,1,2,36,7,3,0,9,1,5
Unvalidated,2.02E+12,201200560,2,1,1,2,28,6,3,0,9,1,1
Unvalidated,2.02E+12,201200600,1,1,1,1,21,5,3,0,9,1,1
Unvalidated,2.02E+12,201200785,1,1,2,1,58,9,2,1,9,1,2
Unvalidated,2.02E+12,201200804,1,1,1,1,53,8,3,0,1,1,6
Unvalidated,2.02E+12,201201591,1,1,3,1,12,3,3,0,0,1,9
Unvalidated,2.02E+12,201202133,2,1,1,1,20,4,3,0,5,1,5
Unvalidated,2.02E+12,201202537,1,1,3,1,12,3,2,0,0,1,3
Unvalidated,2.02E+12,201202577,2,1,1,1,39,7,3,0,9,1,1
Unvalidated,2.02E+12,201202595,1,1,1,2,38,7,3,0,9,1,4
Unvalidated,2.02E+12,201202687,2,1,2,2,30,6,3,1,9,1,2
Unvalidated,2.02E+12,201202951,1,1,1,1,61,9,3,0,9,1,5
Unvalidated,2.02E+12,201202951,2,2,1,1,21,5,2,0,9,1,4
Unvalidated,2.02E+12,201203497,2,1,1,1,65,9,3,0,9,1,2
Unvalidated,2.02E+12,201204807,1,1,1,2,79,11,3,0,9,1,6
Unvalidated,2.02E+12,201204827,2,1,1,1,60,9,3,0,5,1,2
Unvalidated,2.02E+12,201205255,1,1,3,1,40,7,3,0,0,1,2
Unvalidated,2.02E+12,201206048,1,1,1,1,50,8,3,0,1,1,8
Unvalidated,2.02E+12,201207684,2,1,3,1,16,4,3,0,0,1,2
Unvalidated,2.02E+12,201208038,2,1,1,1,17,4,3,0,4,1,2
Unvalidated,2.02E+12,201209854,1,1,1,1,34,6,2,0,9,1,1
Unvalidated,2.02E+12,201209854,2,2,1,2,41,7,3,0,9,1,4
Unvalidated,2.02E+12,201213907,2,1,1,1,36,7,3,0,9,1,1
Unvalidated,2.02E+12,201213943,1,1,1,2,-1,-1,3,0,9,-1,-1
Unvalidated,2.02E+12,371130953,2,1,1,1,20,4,2,0,3,1,5
Unvalidated,2.02E+12,371131968,2,1,1,2,65,9,2,0,1,1,7
Unvalidated,2.02E+12,371132705,1,1,1,2,28,6,1,0,9,3,5
Unvalidated,2.02E+12,371136227,2,1,1,2,25,5,3,0,9,1,9
Unvalidated,2.02E+12,371137535,1,1,1,1,87,11,2,0,9,1,10
Unvalidated,2.02E+12,371137535,2,2,1,1,45,7,2,0,98,3,8
Unvalidated,2.02E+12,371140025,3,1,2,2,10,2,2,2,9,1,1
Unvalidated,2.02E+12,371140025,3,2,2,1,7,2,3,2,9,1,1
Unvalidated,2.02E+12,371140025,3,3,2,2,39,7,2,1,9,1,1
Unvalidated,2.02E+12,371140025,3,4,1,1,39,7,3,0,9,1,1
Unvalidated,2.02E+12,371143837,1,1,2,2,28,6,3,1,9,1,9
Unvalidated,2.02E+12,371144075,2,1,1,2,19,4,3,0,9,3,5
Unvalidated,2.02E+12,371146615,2,1,2,2,-1,-1,3,-1,9,-1,-1
Unvalidated,2.02E+12,371146615,2,2,1,1,39,7,3,0,9,1,9
Unvalidated,2.02E+12,371147795,1,1,1,2,18,4,3,0,9,3,8
Unvalidated,2.02E+12,371147795,1,2,2,1,17,4,3,1,9,3,7
Unvalidated,2.02E+12,371147795,1,3,2,1,18,4,3,2,9,2,7
Unvalidated,2.02E+12,371147795,1,4,2,1,16,4,3,2,9,3,8
Unvalidated,2.02E+12,371147795,1,5,2,2,16,4,3,2,9,3,7
Unvalidated,2.02E+12,371148534,1,1,3,1,49,8,3,0,0,1,6
Unvalidated,2.02E+12,371148685,2,1,1,1,44,7,3,0,3,1,1
Unvalidated,2.02E+12,10379808,1,1,1,1,29,6,3,0,1,1,2
Unvalidated,2.02E+12,10379829,1,1,1,1,39,7,3,0,1,1,5
Unvalidated,2.02E+12,10379849,2,1,1,1,21,5,3,0,1,1,5
Unvalidated,2.02E+12,10379857,2,1,1,1,62,9,3,0,5,1,10
Unvalidated,2.02E+12,10379888,1,1,1,1,32,6,3,0,9,1,5
Unvalidated,2.02E+12,10379901,1,1,1,1,36,7,3,0,9,1,6
Unvalidated,2.02E+12,10379916,2,1,1,1,22,5,3,0,9,1,2
Unvalidated,2.02E+12,10379920,2,1,1,1,22,5,3,0,1,-1,-1
Unvalidated,2.02E+12,10379921,1,1,3,2,19,4,3,0,0,1,3
Unvalidated,2.02E+12,10379942,1,1,1,2,30,6,3,0,9,1,2
Unvalidated,2.02E+12,10379955,1,1,1,1,31,6,3,0,1,1,8
Unvalidated,2.02E+12,10379969,1,1,1,1,37,7,3,0,1,1,2
Unvalidated,2.02E+12,10380009,2,1,1,1,50,8,3,0,5,1,5
Unvalidated,2.02E+12,10380020,1,1,1,1,17,4,3,0,3,1,4
Unvalidated,2.02E+12,10380037,1,1,1,1,40,7,2,0,3,1,7
Unvalidated,2.02E+12,10380037,1,2,3,-1,-1,-1,3,0,0,-1,-1
Unvalidated,2.02E+12,10380058,1,1,2,1,22,5,3,1,9,-1,-1
Unvalidated,2.02E+12,10380062,1,1,3,1,12,3,3,0,0,1,2
Unvalidated,2.02E+12,10380075,1,1,1,2,57,9,3,0,9,1,5
Unvalidated,2.02E+12,10380075,1,2,2,2,50,8,3,1,9,1,4
Unvalidated,2.02E+12,10380075,1,3,2,2,0,1,3,2,9,1,4
Unvalidated,2.02E+12,10380081,1,1,1,1,35,6,2,0,9,1,3
Unvalidated,2.02E+12,10380116,1,1,1,1,21,5,3,0,9,1,2
Unvalidated,2.02E+12,10380117,1,1,1,-1,43,7,3,0,8,1,1
Unvalidated,2.02E+12,10380117,1,2,2,1,-1,-1,3,9,8,-1,-1
Unvalidated,2.02E+12,10380125,2,1,1,1,31,6,2,0,1,1,9
Unvalidated,2.02E+12,10380130,1,1,2,1,2,1,3,0,11,1,8
Unvalidated,2.02E+12,10380153,2,1,1,2,23,5,3,0,23,1,9
Unvalidated,2.02E+12,10380238,2,1,1,1,23,5,2,0,3,1,3
Unvalidated,2.02E+12,10380263,2,1,1,1,37,7,2,0,3,-1,-1
Unvalidated,2.02E+12,10380284,1,1,1,-1,40,7,3,0,3,1,5
Unvalidated,2.02E+12,10380343,1,1,3,1,29,6,3,0,0,1,2
Unvalidated,2.02E+12,10380343,2,2,1,1,41,7,3,0,9,1,4
Unvalidated,2.02E+12,10380346,2,1,1,1,20,4,3,0,3,-1,-1
Unvalidated,2.02E+12,10380361,2,1,1,1,21,5,3,0,3,1,4
Unvalidated,2.02E+12,10380373,2,1,1,1,62,9,3,0,1,1,3
Unvalidated,2.02E+12,10380425,1,1,3,1,11,3,3,0,0,1,7
Unvalidated,2.02E+12,10380474,2,1,1,1,18,4,3,0,1,1,2
Unvalidated,2.02E+12,10380486,1,1,1,1,59,9,3,0,8,1,2
Unvalidated,2.02E+12,10380530,1,1,1,2,30,6,3,0,9,1,3
Unvalidated,2.02E+12,10380548,1,1,1,-1,20,4,3,0,9,1,3
Unvalidated,2.02E+12,10380549,1,1,1,2,28,6,3,0,3,1,4
Unvalidated,2.02E+12,10380553,1,1,1,2,31,6,3,0,9,1,8
Unvalidated,2.02E+12,10380553,2,2,1,2,36,7,3,0,9,1,2
Unvalidated,2.02E+12,10380557,1,1,1,1,41,7,3,0,9,-1,-1
Unvalidated,2.02E+12,70405818,1,1,1,1,31,6,2,0,5,1,-1
Unvalidated,2.02E+12,70406779,1,1,1,2,35,6,2,0,9,3,6
Unvalidated,2.02E+12,70410421,1,3,1,2,48,8,3,0,9,1,1
Unvalidated,2.02E+12,70410421,2,2,2,2,46,8,3,1,9,1,4
Unvalidated,2.02E+12,70410421,3,1,1,2,35,6,3,0,9,1,9
Unvalidated,2.02E+12,70413130,1,1,3,1,60,9,3,0,0,-1,-1
Unvalidated,2.02E+12,70415119,1,1,1,2,44,7,3,0,9,1,2
Unvalidated,2.02E+12,70420066,1,1,3,1,65,9,3,0,0,1,3
Unvalidated,2.02E+12,70433111,2,1,1,1,26,6,3,0,9,1,4
Unvalidated,2.02E+12,70433794,2,1,1,1,17,4,3,0,1,1,4
Unvalidated,2.02E+12,70439778,1,1,3,2,29,6,3,0,0,1,7
Unvalidated,2.02E+12,70451061,2,1,1,1,38,7,3,0,1,1,9
Unvalidated,2.02E+12,70461328,2,1,1,2,29,6,3,0,9,1,5
Unvalidated,2.02E+12,411218332,1,1,1,1,26,6,3,0,9,1,6
Unvalidated,2.02E+12,411218332,1,3,2,2,23,5,3,1,9,1,6
